17.2956 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
17.2973 	INFO 	Loaded monitor calibration from ['2024_08_07 22:29']
19.6587 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC850>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC7F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC5E0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024DC7CEF730>, multiSample=False, name='window1', numSamples=2, pos=[240.0, 60.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.6588 	EXP 	window1: backgroundImage = ''
19.6588 	EXP 	window1: backgroundFit = 'none'
19.6591 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.6595 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.6647 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.6659 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.6883 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.6913 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.6938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.6966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.6992 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7061 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7077 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7116 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7140 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7182 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7223 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7243 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7259 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7301 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.7317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.8323 	DEBUG 	Uploading Texture Font fontname to graphics card
19.8357 	DEBUG 	Upload of Texture Font fontname complete
19.8409 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.8413 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.8434 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.8454 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024DC79CC970>
19.8621 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.8711 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.8765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
19.8774 	DEBUG 	Uploading Texture Font fontname to graphics card
19.8801 	DEBUG 	Upload of Texture Font fontname complete
19.9324 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
19.9325 	EXP 	window1: recordFrameIntervals = False
20.7784 	EXP 	window1: recordFrameIntervals = True
20.9449 	WARNING 	t of last frame was 99.92ms (=1/10)
21.1123 	EXP 	Screen (0) actual frame rate measured at 59.90Hz
21.1123 	EXP 	window1: recordFrameIntervals = False
21.1125 	EXP 	window1: mouseVisible = True
21.1135 	EXP 	window1: mouseVisible = True
21.1139 	EXP 	window1: mouseVisible = True
21.1160 	EXP 	window1: mouseVisible = True
21.1179 	EXP 	window1: mouseVisible = True
21.1328 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.1367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.1414 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
21.1470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
