13.2751 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
13.2766 	INFO 	Loaded monitor calibration from ['2024_08_07 22:29']
14.2255 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DB50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DAF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52D910>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000016E0B81BA60>, multiSample=False, name='window1', numSamples=2, pos=[240.0, 60.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.2256 	EXP 	window1: backgroundImage = ''
14.2256 	EXP 	window1: backgroundFit = 'none'
14.2258 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DC70>
14.2261 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DC70>
14.2302 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DC70>
14.2311 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000016E0B52DC70>
14.2419 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2437 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2454 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2475 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2516 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2533 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2554 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2575 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2592 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2608 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2624 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2704 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2733 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
