11.4638 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.4646 	INFO 	Loaded monitor calibration from ['2024_08_07 22:29']
11.9327 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=True, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0BB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0B50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A09A0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025C78C3EAF0>, multiSample=False, name='window1', numSamples=2, pos=[240.0, 60.0], screen=0, size=array([800, 600]), stencilBits=8, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9328 	EXP 	window1: backgroundImage = ''
11.9328 	EXP 	window1: backgroundFit = 'none'
11.9330 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
11.9335 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
11.9375 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
11.9384 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
11.9588 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9609 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9628 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9676 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9712 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9736 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9779 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9816 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9837 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9854 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9873 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9907 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9920 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9942 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9954 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9963 	DEBUG 	Uploading Texture Font fontname to graphics card
11.9987 	DEBUG 	Upload of Texture Font fontname complete
12.0012 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
12.0015 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
12.0031 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
12.0043 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000025C789A0CA0>
12.0123 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0146 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0170 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.0174 	DEBUG 	Uploading Texture Font fontname to graphics card
12.0193 	DEBUG 	Upload of Texture Font fontname complete
12.0237 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.0237 	EXP 	window1: recordFrameIntervals = False
12.2028 	EXP 	window1: recordFrameIntervals = True
12.3022 	WARNING 	t of last frame was 33.00ms (=1/30)
12.4699 	EXP 	Screen (0) actual frame rate measured at 59.82Hz
12.4700 	EXP 	window1: recordFrameIntervals = False
12.4701 	EXP 	window1: mouseVisible = True
12.4710 	EXP 	window1: mouseVisible = True
12.4714 	EXP 	window1: mouseVisible = True
12.4736 	EXP 	window1: mouseVisible = True
12.4757 	EXP 	window1: mouseVisible = True
12.4897 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.4996 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5043 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5092 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5133 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5196 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5226 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.5348 	DEBUG 	Uploading Texture Font fontname to graphics card
